2011,1,14,1000000.0
2011,1,18,988300.0
2011,1,19,985599.99999999988
2011,1,20,986039.99999999988
2011,1,21,984879.99999999977
2011,1,24,1000919.9999999998
2011,1,25,1007959.9999999998
2011,1,26,1006399.9999999998
2011,1,27,1006519.9999999998
2011,1,28,999279.99999999977
2011,1,31,1010120.0
2011,2,1,1026879.9999999998
2011,2,2,1026839.9999999998
2011,2,3,1025869.9999999998
2011,2,4,1028539.9999999999
2011,2,7,1032529.9999999998
2011,2,8,1045939.9999999998
2011,2,9,1040259.9999999998
2011,2,10,1035519.9999999998
2011,2,11,1044099.9999999995
2011,2,14,1045309.9999999995
2011,2,15,1039829.9999999995
2011,2,16,1042059.9999999998
2011,2,17,1046379.9999999995
2011,2,18,1053559.9999999995
2011,2,22,1022409.9999999995
2011,2,23,1016599.9999999995
2011,2,24,1016419.9999999998
2011,2,25,1023519.9999999995
2011,2,28,1025319.9999999998
2011,3,1,1005239.9999999998
2011,3,2,1005989.9999999999
2011,3,3,1011821.9999999998
2011,3,4,1008923.9999999998
2011,3,7,1005593.9999999998
2011,3,8,1009715.9999999998
2011,3,9,1015997.9999999998
2011,3,10,1009265.9999999998
2011,3,11,1009985.9999999998
2011,3,14,1008149.9999999998
2011,3,15,1003991.9999999998
2011,3,16,993425.99999999977
2011,3,17,995495.99999999977
2011,3,18,998501.99999999988
2011,3,21,1001633.9999999998
2011,3,22,1002209.9999999998
2011,3,23,1004891.9999999998
2011,3,24,1005791.9999999998
2011,3,25,1009535.9999999998
2011,3,28,1008113.9999999998
2011,3,29,1010777.9999999998
2011,3,30,1012037.9999999998
2011,3,31,1011101.9999999998
2011,4,1,1013207.9999999998
2011,4,4,1013171.9999999998
2011,4,5,1012721.9999999998
2011,4,6,1012811.9999999998
2011,4,7,1013405.9999999999
2011,4,8,1012829.9999999998
2011,4,11,1012649.9999999998
2011,4,12,1011425.9999999998
2011,4,13,1012649.9999999998
2011,4,14,1014431.9999999999
2011,4,15,1016609.9999999999
2011,4,18,1016141.9999999998
2011,4,19,1015187.9999999998
2011,4,20,1014053.9999999998
2011,4,21,1020245.9999999998
2011,4,25,1019183.9999999998
2011,4,26,1020623.9999999998
2011,4,27,1023917.9999999998
2011,4,28,1024637.9999999998
2011,4,29,1024277.9999999998
2011,5,2,1027031.9999999998
2011,5,3,1028309.9999999998
2011,5,4,1024349.9999999998
2011,5,5,1020569.9999999998
2011,5,6,1022639.9999999998
2011,5,9,1023017.9999999998
2011,5,10,1025267.9999999998
2011,5,11,1023719.9999999998
2011,5,12,1028543.9999999998
2011,5,13,1024457.9999999998
2011,5,16,1022585.9999999998
2011,5,17,1025483.9999999998
2011,5,18,1025375.9999999998
2011,5,19,1025645.9999999998
2011,5,20,1024889.9999999999
2011,5,23,1021541.9999999999
2011,5,24,1020651.0
2011,5,25,1019891.9999999999
2011,5,26,1018043.9999999999
2011,5,27,1019067.0
2011,5,31,1023687.0
2011,6,1,1016031.0
2011,6,2,1014513.0
2011,6,3,1014513.0
2011,6,6,1014513.0
2011,6,7,1014513.0
2011,6,8,1014513.0
2011,6,9,1014513.0
2011,6,10,1014513.0
2011,6,13,1015341.0
2011,6,14,1022325.0
2011,6,15,1015521.0
2011,6,16,1013625.0
2011,6,17,1007769.0
2011,6,20,1001865.0
2011,6,21,1013793.0
2011,6,22,1010577.0
2011,6,23,1020873.0
2011,6,24,1015041.0
2011,6,27,1021845.0
2011,6,28,1025697.0
2011,6,29,1024233.0
2011,6,30,1026177.0
2011,7,1,1035249.0
2011,7,5,1042629.0
2011,7,6,1045413.0
2011,7,7,1051905.0
2011,7,8,1054905.0
2011,7,11,1048089.0
2011,7,12,1047789.0
2011,7,13,1052889.0
2011,7,14,1052589.0
2011,7,15,1061133.0
