2011,7,18,1071741.0
2011,7,19,1075389.0
2011,7,20,1087401.0
2011,7,21,1087857.0
2011,7,22,1095045.0
2011,7,25,1101261.0
2011,7,26,1107129.0
2011,7,27,1094193.0
2011,7,28,1093268.9999999998
2011,7,29,1091673.0
2011,8,1,1099160.9999999998
2011,8,2,1089800.9999999998
2011,8,3,1094168.9999999998
2011,8,4,1076013.0
2011,8,5,1071525.0
2011,8,8,1047141.0
2011,8,9,1071993.0
2011,8,10,1058327.0
2011,8,11,1071000.6000000001
2011,8,12,1074936.5999999999
2011,8,15,1082604.5999999999
2011,8,16,1079100.5999999999
2011,8,17,1079052.5999999999
2011,8,18,1061868.5999999999
2011,8,19,1049892.5999999999
2011,8,22,1050384.5999999999
2011,8,23,1070880.5999999999
2011,8,24,1073964.5999999999
2011,8,25,1071024.5999999999
2011,8,26,1082808.5999999996
2011,8,29,1090440.5999999999
2011,8,30,1090464.5999999996
2011,8,31,1084296.5999999996
2011,9,1,1079760.5999999996
2011,9,2,1071420.5999999996
2011,9,6,1078224.5999999996
2011,9,7,1083228.5999999996
2011,9,8,1083480.5999999996
2011,9,9,1075524.5999999996
2011,9,12,1078464.5999999996
2011,9,13,1084056.5999999996
2011,9,14,1089648.5999999996
2011,9,15,1094016.5999999996
2011,9,16,1103028.5999999996
2011,9,19,1116324.5999999996
2011,9,20,1118496.5999999996
2011,9,21,1116936.5999999996
2011,9,22,1104600.5999999996
2011,9,23,1107564.5999999996
2011,9,26,1106220.5999999996
2011,9,27,1101540.5999999996
2011,9,28,1098852.5999999996
2011,9,29,1091160.5999999996
2011,9,30,1080108.5999999996
2011,10,3,1072080.5999999996
2011,10,4,1069572.5999999996
2011,10,5,1076436.5999999996
2011,10,6,1075392.5999999996
2011,10,7,1066344.5999999996
2011,10,10,1089060.5999999996
2011,10,11,1102776.5999999996
2011,10,12,1105044.5999999996
2011,10,13,1112496.5999999996
2011,10,14,1128720.5999999996
2011,10,17,1126308.5999999996
2011,10,18,1128996.5999999994
2011,10,19,1100784.5999999996
2011,10,20,1096824.5999999996
2011,10,21,1093908.5999999996
2011,10,24,1109328.5999999996
2011,10,25,1099764.5999999996
2011,10,26,1103148.5999999996
2011,10,27,1108032.5999999996
2011,10,28,1108344.5999999996
2011,10,31,1108140.5999999996
2011,11,1,1098252.5999999996
2011,11,2,1099332.5999999996
2011,11,3,1106100.5999999996
2011,11,4,1102716.5999999996
2011,11,7,1102104.5999999996
2011,11,8,1109868.5999999996
2011,11,9,1096788.5999999996
2011,11,10,1084764.5999999996
2011,11,11,1084056.5999999996
2011,11,14,1077648.5999999996
2011,11,15,1089084.5999999996
2011,11,16,1084236.5999999996
2011,11,17,1075440.5999999996
2011,11,18,1072488.5999999996
2011,11,21,1065396.5999999996
2011,11,22,1074360.5999999996
2011,11,23,1062984.5999999999
2011,11,25,1058904.5999999999
2011,11,28,1073892.5999999999
2011,11,29,1070400.5999999999
2011,11,30,1081164.5999999999
2011,12,1,1088004.5999999999
2011,12,2,1090116.6000000001
2011,12,5,1094076.5999999999
2011,12,6,1091616.5999999999
2011,12,7,1089396.5999999999
2011,12,8,1091268.5999999999
2011,12,9,1094808.5999999999
2011,12,12,1092672.5999999999
2011,12,13,1089060.5999999999
2011,12,14,1078752.5999999999
