2011,1,10,1000000.0
2011,1,11,998785.0
2011,1,12,1002940.0
2011,1,13,1004815.0
2011,1,14,1009414.9999999999
2011,1,18,1011934.9999999999
2011,1,19,1031494.9999999998
2011,1,20,1031934.9999999998
2011,1,21,1030774.9999999997
2011,1,24,1046814.9999999997
2011,1,25,1053854.9999999995
2011,1,26,1052294.9999999995
2011,1,27,1052704.9999999995
2011,1,28,1029664.9999999998
2011,1,31,1039875.0
2011,2,1,1056634.9999999998
2011,2,2,1056594.9999999998
2011,2,3,1055504.9999999998
2011,2,4,1058775.0
2011,2,7,1062764.9999999998
2011,2,8,1076174.9999999998
2011,2,9,1070494.9999999998
2011,2,10,1065754.9999999998
2011,2,11,1072854.9999999995
2011,2,14,1074064.9999999995
2011,2,15,1068584.9999999995
2011,2,16,1070814.9999999998
2011,2,17,1075134.9999999995
2011,2,18,1082314.9999999995
2011,2,22,1051164.9999999995
2011,2,23,1045354.9999999995
2011,2,24,1045174.9999999998
2011,2,25,1052274.9999999995
2011,2,28,1054074.9999999995
2011,3,1,1033994.9999999995
2011,3,2,1034744.9999999998
2011,3,3,1056474.9999999995
2011,3,4,1053576.9999999995
2011,3,7,1050246.9999999995
2011,3,8,1054368.9999999995
2011,3,9,1060650.9999999995
2011,3,10,1053918.9999999995
2011,3,11,1054638.9999999995
2011,3,14,1052802.9999999995
2011,3,15,1048644.9999999995
2011,3,16,1038078.9999999995
2011,3,17,1040148.9999999995
2011,3,18,1043154.9999999997
2011,3,21,1046286.9999999995
2011,3,22,1046862.9999999995
2011,3,23,1049544.9999999995
2011,3,24,1050444.9999999995
2011,3,25,1054188.9999999995
2011,3,28,1052766.9999999995
2011,3,29,1055430.9999999995
2011,3,30,1056690.9999999995
2011,3,31,1055754.9999999995
2011,4,1,1057860.9999999995
2011,4,4,1057824.9999999995
2011,4,5,1057374.9999999995
2011,4,6,1057464.9999999995
2011,4,7,1058058.9999999995
2011,4,8,1057482.9999999995
2011,4,11,1057302.9999999995
2011,4,12,1056078.9999999995
2011,4,13,1057302.9999999995
2011,4,14,1059084.9999999995
2011,4,15,1061262.9999999995
2011,4,18,1060794.9999999995
2011,4,19,1059840.9999999995
2011,4,20,1058706.9999999995
2011,4,21,1064898.9999999995
2011,4,25,1063836.9999999995
2011,4,26,1065276.9999999995
2011,4,27,1068570.9999999995
2011,4,28,1069290.9999999995
2011,4,29,1068930.9999999995
2011,5,2,1071684.9999999995
2011,5,3,1072962.9999999995
2011,5,4,1065702.9999999995
2011,5,5,1058772.9999999995
2011,5,6,1062567.9999999995
2011,5,9,1063260.9999999995
2011,5,10,1067385.9999999995
2011,5,11,1064547.9999999995
2011,5,12,1073391.9999999995
2011,5,13,1065900.9999999995
2011,5,16,1062468.9999999995
2011,5,17,1067781.9999999995
2011,5,18,1067583.9999999995
2011,5,19,1068078.9999999995
2011,5,20,1066692.9999999998
2011,5,23,1060554.9999999998
2011,5,24,1059664.0
2011,5,25,1058904.9999999998
2011,5,26,1057056.9999999998
2011,5,27,1058080.0
2011,5,31,1062700.0
2011,6,1,1055044.0
2011,6,2,1053526.0
2011,6,3,1050160.0
2011,6,6,1050160.0
2011,6,7,1050160.0
2011,6,8,1050160.0
2011,6,9,1050160.0
2011,6,10,1050160.0
2011,6,13,1050988.0
2011,6,14,1057971.9999999998
2011,6,15,1051168.0
2011,6,16,1049271.9999999998
2011,6,17,1043415.9999999998
2011,6,20,1037511.9999999999
2011,6,21,1049439.9999999998
2011,6,22,1046223.9999999998
2011,6,23,1056519.9999999998
2011,6,24,1050687.9999999998
2011,6,27,1057492.0
2011,6,28,1061344.0
2011,6,29,1059880.0
2011,6,30,1061824.0
2011,7,1,1070895.9999999998
2011,7,5,1078275.9999999998
2011,7,6,1081059.9999999998
2011,7,7,1087552.0
2011,7,8,1090552.0
2011,7,11,1083736.0
2011,7,12,1083436.0
2011,7,13,1088536.0
2011,7,14,1088236.0
2011,7,15,1096780.0
2011,7,18,1107388.0
2011,7,19,1111036.0
2011,7,20,1123047.9999999998
2011,7,21,1123503.9999999998
2011,7,22,1130691.9999999998
2011,7,25,1136907.9999999998
2011,7,26,1142775.9999999998
2011,7,27,1129839.9999999998
2011,7,28,1128915.9999999998
2011,7,29,1127319.9999999998
2011,8,1,1134807.9999999998
2011,8,2,1125447.9999999998
2011,8,3,1129815.9999999998
2011,8,4,1111659.9999999998
2011,8,5,1107171.9999999998
2011,8,8,1082787.9999999998
2011,8,9,1107640.0
2011,8,10,1095315.9999999998
2011,8,11,1107268.0
2011,8,12,1111203.9999999998
